comp,H2_wtpercent,Enthalpy,Temp_C,P_atm,Phase,composition,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber
ZrMn2,1.7,37.4,50,0.01,AB2,Zr1 Mn2,25,40,15,30,6.666666667,25,44,52,8,49.33333333,3.555555556,52,54.938045,91.224,36.285955,67.03336333,16.12709111,54.938045,1519,2128,609,1722,270.6666667,1519,4,7,3,6,1.333333333,7,4,5,1,4.333333333,0.444444444,4,139,175,36,151,16,139,1.33,1.55,0.22,1.476666667,0.097777778,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,5,3,4,1.333333333,5,0,0,0,0,0,0,4,7,3,6,1.333333333,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,6,1.333333333,5,0,0,0,0,0,0,5,8,3,6,1.333333333,5,10.48758621,23.195,12.70741379,14.7233908,5.647739464,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000206747,0.000137831,0.000310121,194,217,23,209.3333333,10.22222222,217
ZrMn2,1.8,53.2,80,0.03,AB2,Zr1 Mn2,25,40,15,30,6.666666667,25,44,52,8,49.33333333,3.555555556,52,54.938045,91.224,36.285955,67.03336333,16.12709111,54.938045,1519,2128,609,1722,270.6666667,1519,4,7,3,6,1.333333333,7,4,5,1,4.333333333,0.444444444,4,139,175,36,151,16,139,1.33,1.55,0.22,1.476666667,0.097777778,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,5,3,4,1.333333333,5,0,0,0,0,0,0,4,7,3,6,1.333333333,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,6,1.333333333,5,0,0,0,0,0,0,5,8,3,6,1.333333333,5,10.48758621,23.195,12.70741379,14.7233908,5.647739464,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000206747,0.000137831,0.000310121,194,217,23,209.3333333,10.22222222,217
ZrMn2.5,1.4,32,50,0.07,AB2,Zr1 Mn2.5,25,40,15,29.28571429,6.12244898,25,44,52,8,49.71428571,3.265306122,52,54.938045,91.224,36.285955,65.30546071,14.81059388,54.938045,1519,2128,609,1693,248.5714286,1519,4,7,3,6.142857143,1.224489796,7,4,5,1,4.285714286,0.408163265,4,139,175,36,149.2857143,14.69387755,139,1.33,1.55,0.22,1.487142857,0.089795918,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,5,3,4.142857143,1.224489796,5,0,0,0,0,0,0,4,7,3,6.142857143,1.224489796,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,5.857142857,1.224489796,5,0,0,0,0,0,0,5,8,3,5.857142857,1.224489796,5,10.48758621,23.195,12.70741379,14.11827586,5.186699507,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000221515,0.00012658,0.000310121,194,217,23,210.4285714,9.387755102,217
ZrMn2.6Fe.2,1.4,15,100,0.12,AB2,Zr1 Mn2.6 Fe0.2,25,40,15,29,5.789473684,25,44,55,11,50.05263158,3.185595568,52,54.938045,91.224,36.285955,64.534715,14.04699211,54.938045,1519,2128,609,1694.631579,240.3379501,1519,4,8,4,6.263157895,1.191135734,7,4,5,1,4.263157895,0.387811634,4,132,175,43,148.1052632,14.15512465,139,1.33,1.83,0.5,1.506842105,0.093074792,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4.263157895,1.191135734,5,0,0,0,0,0,0,4,8,4,6.263157895,1.191135734,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5.736842105,1.191135734,5,0,0,0,0,0,0,4,8,4,5.736842105,1.191135734,5,10.48758621,23.195,12.70741379,13.84440109,4.921367848,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.111299704,0.210459273,0.000310121,194,229,35,211.5789474,9.252077562,217
ZrMn2.7,1.3,33.6,100,3,AB2,Zr1 Mn2.7,25,40,15,29.05405405,5.916727538,25,44,52,8,49.83783784,3.15558802,52,54.938045,91.224,36.285955,64.74505986,14.31294061,54.938045,1519,2128,609,1683.594595,240.2191381,1519,4,7,3,6.189189189,1.183345508,7,4,5,1,4.27027027,0.394448503,4,139,175,36,148.7297297,14.20014609,139,1.33,1.55,0.22,1.490540541,0.086778671,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,5,3,4.189189189,1.183345508,5,0,0,0,0,0,0,4,7,3,6.189189189,1.183345508,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,5.810810811,1.183345508,5,0,0,0,0,0,0,5,8,3,5.810810811,1.183345508,5,10.48758621,23.195,12.70741379,13.92202237,5.012420342,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000226304,0.000122327,0.000310121,194,217,23,210.7837838,9.072315559,217
ZrMn2.8,1000,29.9,23,0.3,AB2,Zr1 Mn2.8,25,40,15,28.94736842,5.817174515,25,44,52,8,49.89473684,3.102493075,52,54.938045,91.224,36.285955,64.48698053,14.07211551,54.938045,1519,2128,609,1679.263158,236.1772853,1519,4,7,3,6.210526316,1.163434903,7,4,5,1,4.263157895,0.387811634,4,139,175,36,148.4736842,13.96121884,139,1.33,1.55,0.22,1.492105263,0.08531856,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,5,3,4.210526316,1.163434903,5,0,0,0,0,0,0,4,7,3,6.210526316,1.163434903,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,5.789473684,1.163434903,5,0,0,0,0,0,0,5,8,3,5.789473684,1.163434903,5,10.48758621,23.195,12.70741379,13.83164247,4.928082911,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.00022851,0.000120268,0.000310121,194,217,23,210.9473684,8.91966759,217
ZrMn2.8,1.5,18.4,23,0.4,AB2,Zr1 Mn2.8,25,40,15,28.94736842,5.817174515,25,44,52,8,49.89473684,3.102493075,52,54.938045,91.224,36.285955,64.48698053,14.07211551,54.938045,1519,2128,609,1679.263158,236.1772853,1519,4,7,3,6.210526316,1.163434903,7,4,5,1,4.263157895,0.387811634,4,139,175,36,148.4736842,13.96121884,139,1.33,1.55,0.22,1.492105263,0.08531856,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,5,3,4.210526316,1.163434903,5,0,0,0,0,0,0,4,7,3,6.210526316,1.163434903,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,5.789473684,1.163434903,5,0,0,0,0,0,0,5,8,3,5.789473684,1.163434903,5,10.48758621,23.195,12.70741379,13.83164247,4.928082911,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.00022851,0.000120268,0.000310121,194,217,23,210.9473684,8.91966759,217
ZrMn2.8Fe.4,1.2,23,100,0.12,AB2,Zr1 Mn2.8 Fe0.4,25,40,15,28.66666667,5.396825397,25,44,55,11,50.38095238,3.038548753,52,54.938045,91.224,36.285955,63.66393476,13.12384059,54.938045,1519,2128,609,1691.809524,230.4126984,1519,4,8,4,6.380952381,1.133786848,7,4,5,1,4.238095238,0.362811791,4,132,175,43,146.9047619,13.37868481,139,1.33,1.83,0.5,1.524285714,0.092517007,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4.380952381,1.133786848,5,0,0,0,0,0,0,4,8,4,6.380952381,1.133786848,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5.619047619,1.133786848,5,0,0,0,0,0,0,4,8,4,5.619047619,1.133786848,5,10.48758621,23.195,12.70741379,13.53624795,4.599405739,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.201222252,0.363702962,0.000310121,194,229,35,212.6666667,8.888888889,217
ZrMn2Co.8,1000,20.9,23,4,AB2,Zr1 Mn2 Co0.8,25,40,15,29.36842105,5.595567867,25,44,58,14,51.15789474,3.767313019,52,54.938045,91.224,36.285955,65.32806474,13.62943961,54.938045,1519,2128,609,1731.684211,223.8781163,1519,4,9,5,6.631578947,1.385041551,7,4,5,1,4.263157895,0.387811634,4,126,175,49,145.7368421,15.40166205,139,1.33,1.88,0.55,1.561578947,0.134072022,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4.631578947,1.385041551,5,0,0,0,0,0,0,4,9,5,6.631578947,1.385041551,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5.368421053,1.385041551,5,0,0,0,0,0,0,3,8,5,5.368421053,1.385041551,5,10.245,23.195,12.95,13.78057169,4.95496227,10.48758621,0,0,0,0,0,0,0,1.5484712,1.5484712,0.326157158,0.514658544,0.000310121,194,217,23,206.1052632,11.46814404,217
ZrMn2Co.8,0.9,19.3,23,3.5,AB2,Zr1 Mn2 Co0.8,25,40,15,29.36842105,5.595567867,25,44,58,14,51.15789474,3.767313019,52,54.938045,91.224,36.285955,65.32806474,13.62943961,54.938045,1519,2128,609,1731.684211,223.8781163,1519,4,9,5,6.631578947,1.385041551,7,4,5,1,4.263157895,0.387811634,4,126,175,49,145.7368421,15.40166205,139,1.33,1.88,0.55,1.561578947,0.134072022,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4.631578947,1.385041551,5,0,0,0,0,0,0,4,9,5,6.631578947,1.385041551,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5.368421053,1.385041551,5,0,0,0,0,0,0,3,8,5,5.368421053,1.385041551,5,10.245,23.195,12.95,13.78057169,4.95496227,10.48758621,0,0,0,0,0,0,0,1.5484712,1.5484712,0.326157158,0.514658544,0.000310121,194,217,23,206.1052632,11.46814404,217
ZrMn2Cu.8,1000,31.6,23,0.06,AB2,Zr1 Mn2 Cu0.8,25,40,15,29.78947368,5.373961219,25,44,64,20,52.42105263,4.87534626,52,54.938045,91.224,36.285955,66.29918158,13.11832548,54.938045,1357.77,2128,770.23,1645.32,254.0421053,1519,4,11,7,7.052631579,1.662049861,7,4,5,1,4.263157895,0.387811634,4,132,175,43,147,14.73684211,139,1.33,1.9,0.57,1.565789474,0.140720222,1.55,1,2,1,1.789473684,0.332409972,2,0,0,0,0,0,0,2,10,8,5.263157895,1.994459834,5,0,0,0,0,0,0,4,11,7,7.052631579,1.662049861,7,0,1,1,0.210526316,0.332409972,0,0,0,0,0,0,0,0,8,8,4.736842105,1.994459834,5,0,0,0,0,0,0,1,8,7,4.947368421,1.662049861,5,10.48758621,23.195,12.70741379,13.9542559,4.863549527,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000163221,0.000154631,0.000310121,194,225,31,212.6315789,9.806094183,217
ZrMn2Cu.8,1.4,27,50,0.06,AB2,Zr1 Mn2 Cu0.8,25,40,15,29.78947368,5.373961219,25,44,64,20,52.42105263,4.87534626,52,54.938045,91.224,36.285955,66.29918158,13.11832548,54.938045,1357.77,2128,770.23,1645.32,254.0421053,1519,4,11,7,7.052631579,1.662049861,7,4,5,1,4.263157895,0.387811634,4,132,175,43,147,14.73684211,139,1.33,1.9,0.57,1.565789474,0.140720222,1.55,1,2,1,1.789473684,0.332409972,2,0,0,0,0,0,0,2,10,8,5.263157895,1.994459834,5,0,0,0,0,0,0,4,11,7,7.052631579,1.662049861,7,0,1,1,0.210526316,0.332409972,0,0,0,0,0,0,0,0,8,8,4.736842105,1.994459834,5,0,0,0,0,0,0,1,8,7,4.947368421,1.662049861,5,10.48758621,23.195,12.70741379,13.9542559,4.863549527,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000163221,0.000154631,0.000310121,194,225,31,212.6315789,9.806094183,217
ZrMn2Fe.8,1000,25,23,0.5,AB2,Zr1 Mn2 Fe0.8,25,40,15,29.15789474,5.706371191,25,44,55,11,50.52631579,3.434903047,52,54.938045,91.224,36.285955,64.67791842,13.97162188,54.938045,1519,2128,609,1740.736842,233.4072022,1519,4,8,4,6.421052632,1.274238227,7,4,5,1,4.263157895,0.387811634,4,132,175,43,147,14.73684211,139,1.33,1.83,0.5,1.551052632,0.117451524,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4.421052632,1.274238227,5,0,0,0,0,0,0,4,8,4,6.421052632,1.274238227,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5.578947368,1.274238227,5,0,0,0,0,0,0,4,8,4,5.578947368,1.274238227,5,10.48758621,23.195,12.70741379,13.88267695,4.901222657,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.444513285,0.701536638,0.000310121,194,229,35,213.4736842,10.24930748,217
ZrMn2Fe.8,1.2,29.3,30,2,AB2,Zr1 Mn2 Fe0.8,25,40,15,29.15789474,5.706371191,25,44,55,11,50.52631579,3.434903047,52,54.938045,91.224,36.285955,64.67791842,13.97162188,54.938045,1519,2128,609,1740.736842,233.4072022,1519,4,8,4,6.421052632,1.274238227,7,4,5,1,4.263157895,0.387811634,4,132,175,43,147,14.73684211,139,1.33,1.83,0.5,1.551052632,0.117451524,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4.421052632,1.274238227,5,0,0,0,0,0,0,4,8,4,6.421052632,1.274238227,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5.578947368,1.274238227,5,0,0,0,0,0,0,4,8,4,5.578947368,1.274238227,5,10.48758621,23.195,12.70741379,13.88267695,4.901222657,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.444513285,0.701536638,0.000310121,194,229,35,213.4736842,10.24930748,217
ZrMn2Fe.8,1.4,12.7,23,0.7,AB2,Zr1 Mn2 Fe0.8,25,40,15,29.15789474,5.706371191,25,44,55,11,50.52631579,3.434903047,52,54.938045,91.224,36.285955,64.67791842,13.97162188,54.938045,1519,2128,609,1740.736842,233.4072022,1519,4,8,4,6.421052632,1.274238227,7,4,5,1,4.263157895,0.387811634,4,132,175,43,147,14.73684211,139,1.33,1.83,0.5,1.551052632,0.117451524,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4.421052632,1.274238227,5,0,0,0,0,0,0,4,8,4,6.421052632,1.274238227,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5.578947368,1.274238227,5,0,0,0,0,0,0,4,8,4,5.578947368,1.274238227,5,10.48758621,23.195,12.70741379,13.88267695,4.901222657,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.444513285,0.701536638,0.000310121,194,229,35,213.4736842,10.24930748,217
ZrMn2Fe1.2,0.7,6.8,25,3,AB2,Zr1 Mn2 Fe1.2,25,40,15,28.85714286,5.306122449,25,44,55,11,50.95238095,3.310657596,52,54.938045,91.224,36.285955,63.8366881,13.0415771,54.938045,1519,2128,609,1747.428571,217.5510204,1519,4,8,4,6.571428571,1.224489796,7,4,5,1,4.238095238,0.362811791,4,132,175,43,145.5714286,14.01360544,139,1.33,1.83,0.5,1.577619048,0.144217687,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4.571428571,1.224489796,5,0,0,0,0,0,0,4,8,4,6.571428571,1.224489796,7,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5.428571429,1.224489796,5,0,0,0,0,0,0,4,8,4,5.428571429,1.224489796,5,10.48758621,23.195,12.70741379,13.582422,4.577418094,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.603194191,0.861410634,0.000310121,194,229,35,214.952381,9.977324263,217
ZrMn2Ni.8,1000,25,23,1.6,AB2,Zr1 Mn2 Ni0.8,25,40,15,29.57894737,5.484764543,25,44,61,17,51.78947368,4.099722992,52,54.938045,91.224,36.285955,65.27758158,13.6560097,54.938045,1519,2128,609,1723.263158,215.0138504,1519,4,10,6,6.842105263,1.495844875,7,4,5,1,4.263157895,0.387811634,4,124,175,51,145.3157895,15.6232687,139,1.33,1.91,0.58,1.567894737,0.144044321,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,8,6,4.842105263,1.495844875,5,0,0,0,0,0,0,4,10,6,6.842105263,1.495844875,7,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,5.157894737,1.495844875,5,0,0,0,0,0,0,2,8,6,5.157894737,1.495844875,5,10.32,23.195,12.875,13.79636116,4.94665202,10.48758621,0,0,0,0,0,0,0,0.5953947,0.5953947,0.125509474,0.197846411,0.000310121,194,225,31,212.6315789,9.806094183,217
ZrMn2Ni.8,1.3,18.6,23,3,AB2,Zr1 Mn2 Ni0.8,25,40,15,29.57894737,5.484764543,25,44,61,17,51.78947368,4.099722992,52,54.938045,91.224,36.285955,65.27758158,13.6560097,54.938045,1519,2128,609,1723.263158,215.0138504,1519,4,10,6,6.842105263,1.495844875,7,4,5,1,4.263157895,0.387811634,4,124,175,51,145.3157895,15.6232687,139,1.33,1.91,0.58,1.567894737,0.144044321,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,8,6,4.842105263,1.495844875,5,0,0,0,0,0,0,4,10,6,6.842105263,1.495844875,7,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,5.157894737,1.495844875,5,0,0,0,0,0,0,2,8,6,5.157894737,1.495844875,5,10.32,23.195,12.875,13.79636116,4.94665202,10.48758621,0,0,0,0,0,0,0,0.5953947,0.5953947,0.125509474,0.197846411,0.000310121,194,225,31,212.6315789,9.806094183,217
ZrMn3,1.3,29.2,50,0.6,AB2,Zr1 Mn3,25,40,15,28.75,5.625,25,44,52,8,50,3,52,54.938045,91.224,36.285955,64.00953375,13.60723313,54.938045,1519,2128,609,1671.25,228.375,1519,4,7,3,6.25,1.125,7,4,5,1,4.25,0.375,4,139,175,36,148,13.5,139,1.33,1.55,0.22,1.495,0.0825,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,5,3,4.25,1.125,5,0,0,0,0,0,0,4,7,3,6.25,1.125,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,5.75,1.125,5,0,0,0,0,0,0,5,8,3,5.75,1.125,5,10.48758621,23.195,12.70741379,13.66443966,4.765280172,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000232591,0.000116295,0.000310121,194,217,23,211.25,8.625,217
ZrMn3.8,1.2,17,30,0.7,AB2,Zr1 Mn3.8,25,40,15,28.125,4.947916667,25,44,52,8,50.33333333,2.638888889,52,54.938045,91.224,36.285955,62.49761896,11.96932543,54.938045,1519,2128,609,1645.875,200.8854167,1519,4,7,3,6.375,0.989583333,7,4,5,1,4.208333333,0.329861111,4,139,175,36,146.5,11.875,139,1.33,1.55,0.22,1.504166667,0.072569444,1.55,2,2,0,2,0,2,0,0,0,0,0,0,2,5,3,4.375,0.989583333,5,0,0,0,0,0,0,4,7,3,6.375,0.989583333,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,5.625,0.989583333,5,0,0,0,0,0,0,5,8,3,5.625,0.989583333,5,10.48758621,23.195,12.70741379,13.13496408,4.191681633,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000245512,0.000102297,0.000310121,194,217,23,212.2083333,7.586805556,217
ZrMnFe,0.1,20.4,0,1000,AB2,Zr1 Mn1 Fe1,25,40,15,30.33333333,6.444444444,25,44,55,11,50.33333333,4.222222222,44,54.938045,91.224,36.285955,67.33568167,15.92554556,54.938045,1519,2128,609,1819.333333,205.7777778,1519,4,8,4,6.333333333,1.555555556,4,4,5,1,4.333333333,0.444444444,4,132,175,43,148.6666667,17.55555556,132,1.33,1.83,0.5,1.57,0.173333333,1.33,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4.333333333,1.555555556,2,0,0,0,0,0,0,4,8,4,6.333333333,1.555555556,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5.666666667,1.555555556,4,0,0,0,0,0,0,4,8,4,5.666666667,1.555555556,4,10.48758621,23.195,12.70741379,14.8041954,5.593869732,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.70365764,0.93800344,0,194,229,35,213.3333333,12.88888889,194
ZrMnFe.7Co.3,1.2,17.6,30,4,AB2,Zr1 Mn1 Fe0.7 Co0.3,25,40,15,30.43333333,6.377777778,25,44,58,14,50.63333333,4.422222222,44,54.938045,91.224,36.285955,67.64450117,15.71966589,54.938045,1519,2128,609,1815.033333,208.6444444,1519,4,9,5,6.433333333,1.622222222,4,4,5,1,4.333333333,0.444444444,4,126,175,49,148.0666667,17.95555556,139,1.33,1.88,0.55,1.575,0.18,1.33,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4.433333333,1.622222222,2,0,0,0,0,0,0,4,9,5,6.433333333,1.622222222,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5.566666667,1.622222222,5,0,0,0,0,0,0,3,8,5,5.566666667,1.622222222,5,10.245,23.195,12.95,14.7556954,5.626203065,10.48758621,0,0,0,0,0,0,0,2.1106628,2.1106628,0.64743848,0.86304456,0,194,229,35,209.8333333,13.72222222,194
ZrMo2,0.3,38.5,0,1000,AB2,Zr1 Mo2,40,42,2,41.33333333,0.888888889,42,44,50,6,48,2.666666667,50,91.224,95.96,4.736,94.38133333,2.104888889,95.96,2128,2896,768,2640,341.3333333,2896,4,6,2,5.333333333,0.888888889,6,5,5,0,5,0,5,154,175,21,161,9.333333333,154,1.33,2.16,0.83,1.883333333,0.368888889,2.16,1,2,1,1.333333333,0.444444444,1,0,0,0,0,0,0,2,5,3,4,1.333333333,5,0,0,0,0,0,0,4,6,2,5.333333333,0.888888889,6,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,5,8,3,6,1.333333333,5,0,0,0,0,0,0,6,8,2,6.666666667,0.888888889,6,15.69,23.195,7.505,18.19166667,3.335555556,15.69,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,217.3333333,15.55555556,229
ErFe2,1.1,56.2,130,0.013,AB2,Er1 Fe2,26,68,42,40,18.66666667,26,35,55,20,48.33333333,8.888888889,55,55.845,167.259,111.414,92.983,49.51733333,55.845,1770,1811,41,1797.333333,18.22222222,1811,3,8,5,6.333333333,2.222222222,8,4,6,2,4.666666667,0.888888889,4,132,189,57,151,25.33333333,132,1.24,1.83,0.59,1.633333333,0.262222222,1.83,2,2,0,2,0,2,0,0,0,0,0,0,0,6,6,4,2.666666667,6,0,12,12,4,5.333333333,0,8,14,6,10,2.666666667,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.666666667,1.777777778,4,0,2,2,0.666666667,0.888888889,0,2,4,2,3.333333333,0.888888889,4,10.73,30.585,19.855,17.34833333,8.824444444,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,1.407108533,0.938072356,2.1106628,194,229,35,217.3333333,15.55555556,229
ErFe2,1.5,57.9,80,0.001,AB2,Er1 Fe2,26,68,42,40,18.66666667,26,35,55,20,48.33333333,8.888888889,55,55.845,167.259,111.414,92.983,49.51733333,55.845,1770,1811,41,1797.333333,18.22222222,1811,3,8,5,6.333333333,2.222222222,8,4,6,2,4.666666667,0.888888889,4,132,189,57,151,25.33333333,132,1.24,1.83,0.59,1.633333333,0.262222222,1.83,2,2,0,2,0,2,0,0,0,0,0,0,0,6,6,4,2.666666667,6,0,12,12,4,5.333333333,0,8,14,6,10,2.666666667,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.666666667,1.777777778,4,0,2,2,0.666666667,0.888888889,0,2,4,2,3.333333333,0.888888889,4,10.73,30.585,19.855,17.34833333,8.824444444,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,1.407108533,0.938072356,2.1106628,194,229,35,217.3333333,15.55555556,229
GdCo2,1.4,54,0,1000,AB2,Gd1 Co2,27,64,37,39.33333333,16.44444444,27,27,58,31,47.66666667,13.77777778,58,58.933195,157.25,98.316805,91.70546333,43.69635778,58.933195,1586,1768,182,1707.333333,80.88888889,1768,3,9,6,7,2.666666667,9,4,6,2,4.666666667,0.888888889,4,126,196,70,149.3333333,31.11111111,126,1.2,1.88,0.68,1.653333333,0.302222222,1.88,2,2,0,2,0,2,0,0,0,0,0,0,1,7,6,5,2.666666667,7,0,7,7,2.333333333,3.111111111,0,9,10,1,9.333333333,0.444444444,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,5,2.666666667,3,0,7,7,2.333333333,3.111111111,0,3,16,13,7.333333333,5.777777778,3,10.245,32.05,21.805,17.51333333,9.691111111,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.032314133,0.688209422,1.5484712,194,194,0,194,0,194
GdCo2,1.5,31,0,1000,AB2,Gd1 Co2,27,64,37,39.33333333,16.44444444,27,27,58,31,47.66666667,13.77777778,58,58.933195,157.25,98.316805,91.70546333,43.69635778,58.933195,1586,1768,182,1707.333333,80.88888889,1768,3,9,6,7,2.666666667,9,4,6,2,4.666666667,0.888888889,4,126,196,70,149.3333333,31.11111111,126,1.2,1.88,0.68,1.653333333,0.302222222,1.88,2,2,0,2,0,2,0,0,0,0,0,0,1,7,6,5,2.666666667,7,0,7,7,2.333333333,3.111111111,0,9,10,1,9.333333333,0.444444444,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,5,2.666666667,3,0,7,7,2.333333333,3.111111111,0,3,16,13,7.333333333,5.777777778,3,10.245,32.05,21.805,17.51333333,9.691111111,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.032314133,0.688209422,1.5484712,194,194,0,194,0,194
