comp,H2_wtpercent,Enthalpy,Temp_C,P_atm,Phase,composition,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber
Ce.8La.2Ni4.7Cu0.3,1.5,21,23,18,AB5,Ce0.8 La0.2 Ni4.7 Cu0.3,28,58,30,33.01666667,8.261111111,28,13,64,51,53.41666667,12.93888889,61,58.6934,140.116,81.4226,72.46611233,22.46926056,58.6934,1071,1728,657,1604.055167,194.1802389,1728,3,11,8,8.883333333,1.961111111,10,4,6,2,4.333333333,0.555555556,4,124,207,83,137.8333333,22.25555556,124,1.1,1.91,0.81,1.777166667,0.220388889,1.91,1,2,1,1.95,0.095,2,0,0,0,0,0,0,1,10,9,6.933333333,1.977777778,8,0,1,1,0.133333333,0.231111111,0,3,11,8,9.016666667,1.738888889,10,0,1,1,0.05,0.095,0,0,0,0,0,0,0,0,9,9,3.066666667,1.977777778,2,0,13,13,1.733333333,3.004444444,0,1,22,21,4.85,4.85,2,10.32,37.24,26.92,14.83275,7.44625,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.466392515,0.202103423,0.5953947,194,225,31,219.8333333,8.611111111,225
Ce.8La.2Ni5,1.5,23.8,23,30,AB5,Ce0.8 La0.2 Ni5,28,58,30,32.96666667,8.277777778,28,13,61,48,53.26666667,12.88888889,61,58.6934,140.116,81.4226,72.22348233,22.55013722,58.6934,1071,1728,657,1622.566667,175.7222222,1728,3,10,7,8.833333333,1.944444444,10,4,6,2,4.333333333,0.555555556,4,124,207,83,137.4333333,22.38888889,124,1.1,1.91,0.81,1.777666667,0.220555556,1.91,2,2,0,2,0,2,0,0,0,0,0,0,1,8,7,6.833333333,1.944444444,8,0,1,1,0.133333333,0.231111111,0,3,10,7,8.966666667,1.722222222,10,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,3.166666667,1.944444444,2,0,13,13,1.733333333,3.004444444,0,2,22,20,4.9,4.833333333,2,10.32,37.24,26.92,14.79525,7.45875,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.49616225,0.165387417,0.5953947,194,225,31,219.8333333,8.611111111,225
Ce0.2Pr0.8Co5,0.6,39,20,0.23,AB5,Ce0.2 Pr0.8 Co5,27,59,32,32.3,8.833333333,27,15,58,43,51.1,11.5,58,58.933195,140.90765,81.974455,72.56921583,22.72670139,58.933195,1071,1768,697,1669.566667,164.0555556,1768,3,9,6,8,1.666666667,9,4,6,2,4.333333333,0.555555556,4,126,204,78,138.8666667,21.44444444,126,1.12,1.88,0.76,1.754666667,0.208888889,1.88,2,2,0,2,0,2,0,0,0,0,0,0,0,7,7,5.866666667,1.888888889,7,0,3,3,0.433333333,0.722222222,0,4,9,5,8.3,1.166666667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2.8,0.746666667,3,0,13,13,1.9,3.166666667,0,3,22,19,4.7,2.833333333,3,10.245,37.24,26.995,14.5355,7.150833333,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.290392667,0.430130889,1.5484712,194,194,0,194,0,194
Ce0.4Pr0.6Co5,0.6,38.5,20,1,AB5,Ce0.4 Pr0.6 Co5,27,59,32,32.26666667,8.777777778,27,15,58,43,51.03333333,11.61111111,58,58.933195,140.90765,81.974455,72.5428275,22.68272083,58.933195,1071,1768,697,1665.133333,171.4444444,1768,3,9,6,8,1.666666667,9,4,6,2,4.333333333,0.555555556,4,126,204,78,138.9,21.5,126,1.12,1.88,0.76,1.754333333,0.209444444,1.88,2,2,0,2,0,2,0,0,0,0,0,0,0,7,7,5.9,1.833333333,7,0,3,3,0.366666667,0.611111111,0,4,9,5,8.266666667,1.222222222,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3.1,0.786666667,3,0,13,13,1.966666667,3.277777778,0,3,22,19,5.066666667,3.444444444,3,10.245,37.24,26.995,14.58766667,7.237777778,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.290392667,0.430130889,1.5484712,194,194,0,194,0,194
Ce0.6Pr0.4Co5,0.6,38.5,20,1.26,AB5,Ce0.6 Pr0.4 Co5,27,59,32,32.23333333,8.722222222,27,15,58,43,50.96666667,11.72222222,58,58.933195,140.90765,81.974455,72.51643917,22.63874028,58.933195,1071,1768,697,1660.7,178.8333333,1768,3,9,6,8,1.666666667,9,4,6,2,4.333333333,0.555555556,4,126,204,78,138.9333333,21.55555556,126,1.12,1.88,0.76,1.754,0.21,1.88,2,2,0,2,0,2,0,0,0,0,0,0,0,7,7,5.933333333,1.777777778,7,0,3,3,0.3,0.5,0,4,9,5,8.233333333,1.277777778,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3.4,1.12,3,0,13,13,2.033333333,3.388888889,0,3,22,19,5.433333333,4.055555556,3,10.245,37.24,26.995,14.63983333,7.324722222,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.290392667,0.430130889,1.5484712,194,194,0,194,0,194
Ce0.7La0.7Ni5,1.4,25,20,11,AB5,Ce0.7 La0.7 Ni5,28,58,30,34.453125,10.08300781,28,13,61,48,50.71875,16.06445313,61,58.6934,140.116,81.4226,76.37219203,27.62311255,58.6934,1071,1728,657,1597.625,203.7109375,1728,3,10,7,8.46875,2.392578125,10,4,6,2,4.4375,0.68359375,4,124,207,83,141.828125,27.85644531,124,1.1,1.91,0.81,1.735,0.2734375,1.91,2,2,0,2,0,2,0,0,0,0,0,0,1,8,7,6.46875,2.392578125,8,0,1,1,0.109375,0.194824219,0,3,10,7,8.578125,2.221679688,10,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,3.53125,2.392578125,2,0,13,13,1.421875,2.532714844,0,2,22,20,4.953125,4.614257813,2,10.32,37.24,26.92,16.17128906,9.14263916,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.465152109,0.203504048,0.5953947,194,225,31,218.21875,10.59570313,225
Ce0.8La0.2Ni5,1.5,20.8,60,74,AB5,Ce0.8 La0.2 Ni5,28,58,30,32.96666667,8.277777778,28,13,61,48,53.26666667,12.88888889,61,58.6934,140.116,81.4226,72.22348233,22.55013722,58.6934,1071,1728,657,1622.566667,175.7222222,1728,3,10,7,8.833333333,1.944444444,10,4,6,2,4.333333333,0.555555556,4,124,207,83,137.4333333,22.38888889,124,1.1,1.91,0.81,1.777666667,0.220555556,1.91,2,2,0,2,0,2,0,0,0,0,0,0,1,8,7,6.833333333,1.944444444,8,0,1,1,0.133333333,0.231111111,0,3,10,7,8.966666667,1.722222222,10,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,3.166666667,1.944444444,2,0,13,13,1.733333333,3.004444444,0,2,22,20,4.9,4.833333333,2,10.32,37.24,26.92,14.79525,7.45875,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.49616225,0.165387417,0.5953947,194,225,31,219.8333333,8.611111111,225
Ce0.8Pr0.2Co5,0.6,37,20,1.42,AB5,Ce0.8 Pr0.2 Co5,27,59,32,32.2,8.666666667,27,15,58,43,50.9,11.83333333,58,58.933195,140.90765,81.974455,72.49005083,22.59475972,58.933195,1071,1768,697,1656.266667,186.2222222,1768,3,9,6,8,1.666666667,9,4,6,2,4.333333333,0.555555556,4,126,204,78,138.9666667,21.61111111,126,1.12,1.88,0.76,1.753666667,0.210555556,1.88,2,2,0,2,0,2,0,0,0,0,0,0,0,7,7,5.966666667,1.722222222,7,0,3,3,0.233333333,0.388888889,0,4,9,5,8.2,1.333333333,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3.7,1.413333333,3,0,13,13,2.1,3.5,0,3,22,19,5.8,4.666666667,3,10.245,37.24,26.995,14.692,7.411666667,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.290392667,0.430130889,1.5484712,194,194,0,194,0,194
CeCo5,0.5,40,20,1.45,AB5,Ce1 Co5,27,58,31,32.16666667,8.611111111,27,15,58,43,50.83333333,11.94444444,58,58.933195,140.116,81.182805,72.4636625,22.55077917,58.933195,1071,1768,697,1651.833333,193.6111111,1768,3,9,6,8,1.666666667,9,4,6,2,4.333333333,0.555555556,4,126,204,78,139,21.66666667,126,1.12,1.88,0.76,1.753333333,0.211111111,1.88,2,2,0,2,0,2,0,0,0,0,0,0,1,7,6,6,1.666666667,7,0,1,1,0.166666667,0.277777778,0,4,9,5,8.166666667,1.388888889,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,4,1.666666667,3,0,13,13,2.166666667,3.611111111,0,3,22,19,6.166666667,5.277777778,3,10.245,37.24,26.995,14.74416667,7.498611111,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.290392667,0.430130889,1.5484712,194,194,0,194,0,194
CeCo5,0.65,29,50,6,AB5,Ce1 Co5,27,58,31,32.16666667,8.611111111,27,15,58,43,50.83333333,11.94444444,58,58.933195,140.116,81.182805,72.4636625,22.55077917,58.933195,1071,1768,697,1651.833333,193.6111111,1768,3,9,6,8,1.666666667,9,4,6,2,4.333333333,0.555555556,4,126,204,78,139,21.66666667,126,1.12,1.88,0.76,1.753333333,0.211111111,1.88,2,2,0,2,0,2,0,0,0,0,0,0,1,7,6,6,1.666666667,7,0,1,1,0.166666667,0.277777778,0,4,9,5,8.166666667,1.388888889,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,4,1.666666667,3,0,13,13,2.166666667,3.611111111,0,3,22,19,6.166666667,5.277777778,3,10.245,37.24,26.995,14.74416667,7.498611111,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.290392667,0.430130889,1.5484712,194,194,0,194,0,194
CeCo5,0.6,39,20,1.45,AB5,Ce1 Co5,27,58,31,32.16666667,8.611111111,27,15,58,43,50.83333333,11.94444444,58,58.933195,140.116,81.182805,72.4636625,22.55077917,58.933195,1071,1768,697,1651.833333,193.6111111,1768,3,9,6,8,1.666666667,9,4,6,2,4.333333333,0.555555556,4,126,204,78,139,21.66666667,126,1.12,1.88,0.76,1.753333333,0.211111111,1.88,2,2,0,2,0,2,0,0,0,0,0,0,1,7,6,6,1.666666667,7,0,1,1,0.166666667,0.277777778,0,4,9,5,8.166666667,1.388888889,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,4,1.666666667,3,0,13,13,2.166666667,3.611111111,0,3,22,19,6.166666667,5.277777778,3,10.245,37.24,26.995,14.74416667,7.498611111,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.290392667,0.430130889,1.5484712,194,194,0,194,0,194
CeFe5,0.7,82,100,0.07,AB5,Ce1 Fe5,26,58,32,31.33333333,8.888888889,26,15,55,40,48.33333333,11.11111111,55,55.845,140.116,84.271,69.89016667,23.40861111,55.845,1071,1811,740,1687.666667,205.5555556,1811,3,8,5,7.166666667,1.388888889,8,4,6,2,4.333333333,0.555555556,4,132,204,72,144,20,132,1.12,1.83,0.71,1.711666667,0.197222222,1.83,2,2,0,2,0,2,0,0,0,0,0,0,1,6,5,5.166666667,1.388888889,6,0,1,1,0.166666667,0.277777778,0,4,8,4,7.333333333,1.111111111,8,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,4.833333333,1.388888889,4,0,13,13,2.166666667,3.611111111,0,4,22,18,7,5,4,10.73,37.24,26.51,15.14833333,7.363888889,10.73,0,0,0,0,0,0,0,2.1106628,2.1106628,1.758885667,0.586295222,2.1106628,194,229,35,223.1666667,9.722222222,229
CeNi4.25Mn.75,1.4,24.7,23,1.1,AB5,Ce1 Ni4.25 Mn0.75,25,58,33,32.625,8.458333333,28,15,61,46,52.20833333,12.45486111,61,54.938045,140.116,85.177955,71.79441396,22.77386201,58.6934,1071,1728,657,1592.375,192.1354167,1728,3,10,7,8.458333333,2.184027778,10,4,6,2,4.333333333,0.555555556,4,124,204,80,139.2083333,21.59722222,124,1.12,1.91,0.79,1.733333333,0.250277778,1.91,2,2,0,2,0,2,0,0,0,0,0,0,1,8,7,6.458333333,2.184027778,8,0,1,1,0.166666667,0.277777778,0,4,10,6,8.625,1.947916667,10,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,3.541666667,2.184027778,2,0,13,13,2.166666667,3.611111111,0,2,22,20,5.708333333,5.430555556,2,10.32,37.24,26.92,14.82761494,7.470795019,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.421776678,0.245958865,0.5953947,194,225,31,218.8333333,8.736111111,225
CeNi4.5Al.5,1.4,21.6,23,9,AB5,Ce1 Ni4.5 Al0.5,13,58,45,31.75,8.75,28,15,73,58,54.33333333,13.11111111,61,26.9815386,140.116,113.1344614,69.62117822,23.49827393,58.6934,933.47,1728,794.53,1552.289167,263.56625,1728,3,13,10,9.083333333,2.027777778,10,3,6,3,4.25,0.583333333,4,121,204,83,137.0833333,22.30555556,124,1.12,1.91,0.79,1.753333333,0.235,1.91,2,2,0,2,0,2,0,1,1,0.083333333,0.152777778,0,0,8,8,6.166666667,2.75,8,0,1,1,0.166666667,0.277777778,0,3,10,7,8.416666667,2.375,10,0,0,0,0,0,0,0,5,5,0.416666667,0.763888889,0,0,9,9,3,2,2,0,13,13,2.166666667,3.611111111,0,2,22,20,5.583333333,5.472222222,2,10.32,37.24,26.92,15.32,7.5,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.446546025,0.223273013,0.5953947,194,225,31,219.8333333,8.611111111,225
CeNi4.5Mn.5,1.2,25.4,23,7,AB5,Ce1 Ni4.5 Mn0.5,25,58,33,32.75,8.416666667,28,15,61,46,52.58333333,12.625,61,54.938045,140.116,85.177955,71.95088708,22.72170431,58.6934,1071,1728,657,1601.083333,190.375,1728,3,10,7,8.583333333,2.125,10,4,6,2,4.333333333,0.555555556,4,124,204,80,138.5833333,21.875,124,1.12,1.91,0.79,1.748333333,0.2425,1.91,2,2,0,2,0,2,0,0,0,0,0,0,1,8,7,6.583333333,2.125,8,0,1,1,0.166666667,0.277777778,0,4,10,6,8.75,1.875,10,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,3.416666667,2.125,2,0,13,13,2.166666667,3.611111111,0,2,22,20,5.583333333,5.472222222,2,10.32,37.24,26.92,14.82063218,7.473122605,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.446571868,0.223234247,0.5953947,194,225,31,219.1666667,8.75,225
CeNi5,1.4,14.2,25,50,AB5,Ce1 Ni5,28,58,30,33,8.333333333,28,15,61,46,53.33333333,12.77777778,61,58.6934,140.116,81.4226,72.26383333,22.61738889,58.6934,1071,1728,657,1618.5,182.5,1728,3,10,7,8.833333333,1.944444444,10,4,6,2,4.333333333,0.555555556,4,124,204,80,137.3333333,22.22222222,124,1.12,1.91,0.79,1.778333333,0.219444444,1.91,2,2,0,2,0,2,0,0,0,0,0,0,1,8,7,6.833333333,1.944444444,8,0,1,1,0.166666667,0.277777778,0,4,10,6,9,1.666666667,10,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,3.166666667,1.944444444,2,0,13,13,2.166666667,3.611111111,0,2,22,20,5.333333333,5.555555556,2,10.32,37.24,26.92,14.80666667,7.477777778,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.49616225,0.165387417,0.5953947,194,225,31,219.8333333,8.611111111,225
CeNi5,1.5,22.2,23,80,AB5,Ce1 Ni5,28,58,30,33,8.333333333,28,15,61,46,53.33333333,12.77777778,61,58.6934,140.116,81.4226,72.26383333,22.61738889,58.6934,1071,1728,657,1618.5,182.5,1728,3,10,7,8.833333333,1.944444444,10,4,6,2,4.333333333,0.555555556,4,124,204,80,137.3333333,22.22222222,124,1.12,1.91,0.79,1.778333333,0.219444444,1.91,2,2,0,2,0,2,0,0,0,0,0,0,1,8,7,6.833333333,1.944444444,8,0,1,1,0.166666667,0.277777778,0,4,10,6,9,1.666666667,10,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,3.166666667,1.944444444,2,0,13,13,2.166666667,3.611111111,0,2,22,20,5.333333333,5.555555556,2,10.32,37.24,26.92,14.80666667,7.477777778,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.49616225,0.165387417,0.5953947,194,225,31,219.8333333,8.611111111,225
DyNi4.25Ga.75,0.8,30.1,20,6,AB5,Dy1 Ni4.25 Ga0.75,28,66,38,34.70833333,10.43055556,28,31,74,43,57.625,8.875,61,58.6934,162.5,103.8066,77.3732,28.3756,58.6934,302.91,1728,1425.09,1542.697083,309.9467708,1728,3,13,10,9.208333333,2.069444444,10,4,6,2,4.333333333,0.555555556,4,122,192,70,135.0833333,18.97222222,124,1.22,1.91,0.69,1.7825,0.1875,1.91,2,2,0,2,0,2,0,1,1,0.125,0.21875,0,0,10,10,6.916666667,2.305555556,8,0,10,10,1.666666667,2.777777778,0,10,13,3,10.70833333,1.003472222,10,0,0,0,0,0,0,0,5,5,0.625,1.09375,0,0,2,2,1.416666667,0.826388889,2,0,4,4,0.666666667,1.111111111,0,2,5,3,2.708333333,1.003472222,2,10.32,31.24,20.92,14.87385417,6.451293403,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.421737913,0.246013782,0.5953947,64,225,161,199.7083333,35.82986111,225
DyNi4.5Al.5,1,27.3,20,20,AB5,Dy1 Ni4.5 Al0.5,13,66,53,33.08333333,10.97222222,28,31,73,42,57,8.666666667,61,26.9815386,162.5,135.5184614,73.35184488,29.71605171,58.6934,933.47,1728,794.53,1654.6225,120.1920833,1728,3,13,10,9.083333333,2.027777778,10,3,6,3,4.25,0.583333333,4,121,192,71,135.0833333,18.97222222,124,1.22,1.91,0.69,1.77,0.21,1.91,2,2,0,2,0,2,0,1,1,0.083333333,0.152777778,0,0,8,8,6,3,8,0,10,10,1.666666667,2.777777778,0,3,12,9,9.75,1.125,10,0,0,0,0,0,0,0,5,5,0.416666667,0.763888889,0,0,2,2,1.5,0.75,2,0,4,4,0.666666667,1.111111111,0,2,5,3,2.583333333,0.875,2,10.32,31.24,20.92,14.32,6,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.446546025,0.223273013,0.5953947,194,225,31,219.8333333,8.611111111,225
DyNi4Al,0.8,35.4,20,0.6,AB5,Dy1 Ni4 Al1,13,66,53,31.83333333,11.38888889,28,31,73,42,58,9,61,26.9815386,162.5,135.5184614,70.70918977,30.59693674,58.6934,933.47,1728,794.53,1588.411667,218.3138889,1728,3,13,10,9.333333333,2.111111111,10,3,6,3,4.166666667,0.611111111,4,121,192,71,134.8333333,19.05555556,124,1.22,1.91,0.69,1.745,0.22,1.91,2,2,0,2,0,2,0,1,1,0.166666667,0.277777778,0,0,8,8,5.333333333,3.555555556,8,0,10,10,1.666666667,2.777777778,0,3,12,9,9.166666667,2.055555556,10,0,0,0,0,0,0,0,5,5,0.833333333,1.388888889,0,0,2,2,1.333333333,0.888888889,2,0,4,4,0.666666667,1.111111111,0,2,5,3,2.833333333,1.111111111,2,10.32,31.24,20.92,14.83333333,6.017777778,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.3969298,0.264619867,0.5953947,194,225,31,219.8333333,8.611111111,225
ErNi3.5Al1.5,0.7,39.8,115,2.5,AB5,Er1 Ni3.5 Al1.5,13,68,55,30.91666667,12.36111111,28,35,73,38,59.66666667,8.222222222,61,26.9815386,167.259,140.2774614,68.85970132,32.79976623,58.6934,933.47,1770,836.53,1536.3675,301.44875,1728,3,13,10,9.583333333,2.194444444,10,3,6,3,4.083333333,0.638888889,4,121,189,68,134.0833333,18.30555556,124,1.24,1.91,0.67,1.723333333,0.217777778,1.91,2,2,0,2,0,2,0,1,1,0.25,0.375,0,0,8,8,4.666666667,3.888888889,8,0,12,12,2,3.333333333,0,3,14,11,8.916666667,2.958333333,10,0,0,0,0,0,0,0,5,5,1.25,1.875,0,0,2,2,1.166666667,0.972222222,2,0,2,2,0.333333333,0.555555556,0,2,5,3,2.75,1.125,2,10.32,30.585,20.265,15.2375,5.737083333,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.347313575,0.289427979,0.5953947,194,225,31,219.8333333,8.611111111,225
ErNi4.5Al.5,0.8,25.4,0,25,AB5,Er1 Ni4.5 Al0.5,13,68,55,33.41666667,11.52777778,28,35,73,38,57.66666667,7.555555556,61,26.9815386,167.259,140.2774614,74.14501155,31.03799615,58.6934,933.47,1770,836.53,1668.789167,122.5531944,1728,3,13,10,9.083333333,2.027777778,10,3,6,3,4.25,0.583333333,4,121,189,68,134.5833333,18.13888889,124,1.24,1.91,0.67,1.773333333,0.205,1.91,2,2,0,2,0,2,0,1,1,0.083333333,0.152777778,0,0,8,8,6,3,8,0,12,12,2,3.333333333,0,3,14,11,10.08333333,1.305555556,10,0,0,0,0,0,0,0,5,5,0.416666667,0.763888889,0,0,2,2,1.5,0.75,2,0,2,2,0.333333333,0.555555556,0,2,5,3,2.25,0.458333333,2,10.32,30.585,20.265,14.21083333,5.83625,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.446546025,0.223273013,0.5953947,194,225,31,219.8333333,8.611111111,225
ErNi4Al,0.9,32.4,0,2.1,AB5,Er1 Ni4 Al1,13,68,55,32.16666667,11.94444444,28,35,73,38,58.66666667,7.888888889,61,26.9815386,167.259,140.2774614,71.50235643,31.91888119,58.6934,933.47,1770,836.53,1602.578333,223.0361111,1728,3,13,10,9.333333333,2.111111111,10,3,6,3,4.166666667,0.611111111,4,121,189,68,134.3333333,18.22222222,124,1.24,1.91,0.67,1.748333333,0.215555556,1.91,2,2,0,2,0,2,0,1,1,0.166666667,0.277777778,0,0,8,8,5.333333333,3.555555556,8,0,12,12,2,3.333333333,0,3,14,11,9.5,2.166666667,10,0,0,0,0,0,0,0,5,5,0.833333333,1.388888889,0,0,2,2,1.333333333,0.888888889,2,0,2,2,0.333333333,0.555555556,0,2,5,3,2.5,0.833333333,2,10.32,30.585,20.265,14.72416667,5.872222222,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.3969298,0.264619867,0.5953947,194,225,31,219.8333333,8.611111111,225
EuNi5,1.2,26,25,1.3,AB5,Eu1 Ni5,28,63,35,33.83333333,9.722222222,28,25,61,36,55,10,61,58.6934,151.964,93.2706,74.2385,25.9085,58.6934,1095,1728,633,1622.5,175.8333333,1728,3,10,7,8.833333333,1.944444444,10,4,6,2,4.333333333,0.555555556,4,124,198,74,136.3333333,20.55555556,124,1.185,1.91,0.725,1.789166667,0.201388889,1.91,2,2,0,2,0,2,0,0,0,0,0,0,0,8,8,6.666666667,2.222222222,8,0,7,7,1.166666667,1.944444444,0,9,10,1,9.833333333,0.277777778,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,0,7,7,1.166666667,1.944444444,0,2,7,5,2.833333333,1.388888889,2,10.32,36.46,26.14,14.67666667,7.261111111,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.49616225,0.165387417,0.5953947,225,229,4,225.6666667,1.111111111,225
GdNi4.5Al.5,0.9,32.7,20,7,AB5,Gd1 Ni4.5 Al0.5,13,64,51,32.75,10.41666667,28,27,73,46,56.33333333,9.777777778,61,26.9815386,157.25,130.2684614,72.47684488,28.25771837,58.6934,933.47,1728,794.53,1638.1225,134.81625,1728,3,13,10,9.083333333,2.027777778,10,3,6,3,4.25,0.583333333,4,121,196,75,135.75,20.08333333,124,1.2,1.91,0.71,1.766666667,0.215,1.91,2,2,0,2,0,2,0,1,1,0.083333333,0.152777778,0,0,8,8,6.166666667,2.75,8,0,7,7,1.166666667,1.944444444,0,3,10,7,9.416666667,1.069444444,10,0,0,0,0,0,0,0,5,5,0.416666667,0.763888889,0,0,9,9,3,2,2,0,7,7,1.166666667,1.944444444,0,2,16,14,4.583333333,3.875,2,10.32,32.05,21.73,14.455,6.2025,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.446546025,0.223273013,0.5953947,194,225,31,219.8333333,8.611111111,225
GdNi4Al,0.9,41.5,20,0.2,AB5,Gd1 Ni4 Al1,13,64,51,31.5,10.83333333,28,27,73,46,57.33333333,10.11111111,61,26.9815386,157.25,130.2684614,69.83418977,29.13860341,58.6934,933.47,1728,794.53,1571.911667,212.8138889,1728,3,13,10,9.333333333,2.111111111,10,3,6,3,4.166666667,0.611111111,4,121,196,75,135.5,20.16666667,124,1.2,1.91,0.71,1.741666667,0.224444444,1.91,2,2,0,2,0,2,0,1,1,0.166666667,0.277777778,0,0,8,8,5.5,3.333333333,8,0,7,7,1.166666667,1.944444444,0,3,10,7,8.833333333,1.944444444,10,0,0,0,0,0,0,0,5,5,0.833333333,1.388888889,0,0,9,9,2.833333333,2.055555556,2,0,7,7,1.166666667,1.944444444,0,2,16,14,4.833333333,3.777777778,2,10.32,32.05,21.73,14.96833333,6.197777778,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.3969298,0.264619867,0.5953947,194,225,31,219.8333333,8.611111111,225
